,M
99275,-1856
99276,-1559
99277,-1328
99278,-1169
99279,-1098
99280,-1120
99281,-1247
99282,-1471
99283,-1809
99284,-2240
99285,-2772
99286,-3389
99287,-4083
99288,-4843
99289,-5644
99290,-6487
99291,-7330
99292,-8176
99293,-8991
99294,-9757
99295,-10467
99296,-11079
99297,-11602
99298,-12000
99299,-12271
99300,-12398
99301,-12375
99302,-12196
99303,-11856
99304,-11360
99305,-10707
99306,-9908
99307,-8967
99308,-7905
99309,-6731
99310,-5464
99311,-4131
99312,-2739
99313,-1329
99314,84
99315,1481
99316,2823
99317,4098
99318,5277
99319,6340
99320,7270
99321,8041
99322,8652
99323,9074
99324,9316
99325,9360
99326,9210
99327,8871
99328,8340
99329,7637
99330,6766
99331,5754
99332,4607
99333,3358
99334,2024
99335,641
99336,-781
99337,-2190
99338,-3584
99339,-4905
99340,-6155
99341,-7281
99342,-8279
99343,-9108
99344,-9767
99345,-10219
99346,-10466
99347,-10491
99348,-10285
99349,-9855
99350,-9194
99351,-8312
99352,-7219
99353,-5927
99354,-4456
99355,-2822
99356,-1060
99357,820
99358,2774
99359,4783
99360,6807
99361,8824
99362,10787
99363,12681
99364,14465
99365,16110
99366,17600
99367,18894
99368,19986
99369,20847
99370,21470
99371,21837
99372,21953
99373,21799
99374,21394
99375,20729
99376,19824
99377,18688
99378,17335
99379,15791
99380,14075
99381,12210
99382,10231
99383,8155
99384,6023
99385,3853
99386,1687
99387,-460
99388,-2548
99389,-4557
99390,-6466
99391,-8243
99392,-9881
99393,-11356
99394,-12659
99395,-13778
99396,-14717
99397,-15452
99398,-16013
99399,-16377
99400,-16572
99401,-16597
99402,-16468
99403,-16202
99404,-15813
99405,-15321
99406,-14747
99407,-14106
99408,-13425
99409,-12714
99410,-12005
99411,-11304
99412,-10632
99413,-10004
99414,-9429
99415,-8920
99416,-8482
99417,-8118
99418,-7831
99419,-7620
99420,-7479
99421,-7401
99422,-7381
99423,-7400
99424,-7451
99425,-7517
99426,-7581
99427,-7626
99428,-7640
99429,-7592
99430,-7487
99431,-7286
99432,-6992
99433,-6583
99434,-6054
99435,-5393
99436,-4594
99437,-3661
99438,-2586
99439,-1378
99440,-47
99441,1411
99442,2961
99443,4611
99444,6320
99445,8085
99446,9874
99447,11660
99448,13429
99449,15139
99450,16775
99451,18307
99452,19707
99453,20952
99454,22023
99455,22890
99456,23545
99457,23967
99458,24146
99459,24074
99460,23745
99461,23160
99462,22321
99463,21240
99464,19920
99465,18384
99466,16646
99467,14732
99468,12661
99469,10467
99470,8173
99471,5818
99472,3428
99473,1037
99474,-1318
99475,-3615
99476,-5804
99477,-7883
99478,-9789
99479,-11537
99480,-13064
99481,-14390
99482,-15468
99483,-16311
99484,-16896
99485,-17227
99486,-17307
99487,-17136
99488,-16729
99489,-16095
99490,-15255
99491,-14224
99492,-13034
99493,-11698
99494,-10256
99495,-8727
99496,-7147
99497,-5543
99498,-3947
99499,-2387
99500,-889
99501,513
99502,1807
99503,2958
99504,3959
99505,4788
99506,5435
99507,5891
99508,6153
99509,6219
99510,6093
99511,5784
99512,5295
99513,4651
99514,3855
99515,2939
99516,1912
99517,808
99518,-355
99519,-1554
99520,-2754
99521,-3945
99522,-5089
99523,-6167
99524,-7167
99525,-8046
99526,-8818
99527,-9440
99528,-9922
99529,-10238
99530,-10399
99531,-10387
99532,-10220
99533,-9883
99534,-9409
99535,-8779
99536,-8037
99537,-7166
99538,-6217
99539,-5181
99540,-4096
99541,-2976
99542,-1839
99543,-718
99544,382
99545,1426
99546,2411
99547,3308
99548,4111
99549,4804
99550,5382
99551,5834
99552,6165
99553,6360
99554,6442
99555,6397
99556,6249
99557,6001
99558,5664
99559,5262
99560,4808
99561,4312
99562,3814
99563,3303
99564,2834
99565,2390
99566,2024
99567,1719
99568,1519
99569,1413
99570,1435
99571,1566
99572,1838
99573,2225
99574,2750
99575,3394
99576,4149
99577,5013
99578,5960
99579,6984
99580,8055
99581,9161
99582,10275
99583,11368
99584,12428
99585,13412
99586,14311
99587,15091
99588,15726
99589,16210
99590,16502
99591,16604
99592,16488
99593,16153
99594,15586
99595,14785
99596,13754
99597,12486
99598,11012
99599,9312
99600,7437
99601,5375
99602,3177
99603,844
99604,-1575
99605,-4066
99606,-6585
99607,-9105
99608,-11591
99609,-14008
99610,-16326
99611,-18507
99612,-20530
99613,-22356
99614,-23972
99615,-25342
99616,-26457
99617,-27299
99618,-27853
99619,-28121
99620,-28090
99621,-27768
99622,-27161
99623,-26275
99624,-25127
99625,-23736
99626,-22121
99627,-20304
99628,-18323
99629,-16185
99630,-13951
99631,-11618
99632,-9255
99633,-6859
99634,-4490
99635,-2159
99636,92
99637,2245
99638,4268
99639,6144
99640,7855
99641,9379
99642,10718
99643,11844
99644,12775
99645,13489
99646,14010
99647,14326
99648,14461
99649,14418
99650,14221
99651,13874
99652,13418
99653,12849
99654,12211
99655,11511
99656,10777
99657,10031
99658,9294
99659,8582
99660,7917
99661,7310
99662,6779
99663,6328
99664,5975
99665,5710
99666,5548
99667,5482
99668,5506
99669,5621
99670,5802
99671,6057
99672,6355
99673,6692
99674,7046
99675,7397
99676,7735
99677,8031
99678,8280
99679,8452
99680,8544
99681,8531
99682,8409
99683,8164
99684,7793
99685,7284
99686,6648
99687,5875
99688,4976
99689,3960
99690,2829
99691,1612
99692,304
99693,-1052
99694,-2463
99695,-3882
99696,-5305
99697,-6701
99698,-8043
99699,-9318
99700,-10494
99701,-11554
99702,-12480
99703,-13248
99704,-13853
99705,-14271
99706,-14503
99707,-14536
99708,-14371
99709,-14008
99710,-13453
99711,-12711
99712,-11796
99713,-10722
99714,-9510
99715,-8172
99716,-6748
99717,-5236
99718,-3696
99719,-2125
99720,-571
99721,943
99722,2397
99723,3751
99724,4991
99725,6087
99726,7019
99727,7773
99728,8329
99729,8682
99730,8812
99731,8734
99732,8428
99733,7917
99734,7190
99735,6280
99736,5181
99737,3935
99738,2537
99739,1042
99740,-552
99741,-2192
99742,-3865
99743,-5532
99744,-7162
99745,-8728
99746,-10202
99747,-11542
99748,-12747
99749,-13763
99750,-14597
99751,-15209
99752,-15603
99753,-15751
99754,-15664
99755,-15323
99756,-14744
99757,-13924
99758,-12876
99759,-11612
99760,-10153
99761,-8513
99762,-6724
99763,-4801
99764,-2786
99765,-689
99766,1437
99767,3583
99768,5701
99769,7771
99770,9763
99771,11642
99772,13395
99773,14989
99774,16407
99775,17637
99776,18655
99777,19464
99778,20043
99779,20410
99780,20538
99781,20464
99782,20167
99783,19678
99784,19002
99785,18161
99786,17170
99787,16051
99788,14829
99789,13524
99790,12160
99791,10764
99792,9354
99793,7954
99794,6588
99795,5268
99796,4019
99797,2848
99798,1771
99799,796
99800,-71
99801,-828
99802,-1472
99803,-2011
99804,-2442
99805,-2786
99806,-3036
99807,-3227
99808,-3346
99809,-3437
99810,-3487
99811,-3540
99812,-3594
99813,-3670
99814,-3790
99815,-3954
99816,-4194
99817,-4502
99818,-4896
99819,-5380
99820,-5955
99821,-6626
99822,-7385
99823,-8228
99824,-9150
99825,-10131
99826,-11168
99827,-12236
99828,-13320
99829,-14401
99830,-15456
99831,-16463
99832,-17400
99833,-18243
99834,-18968
99835,-19561
99836,-19993
99837,-20249
99838,-20322
99839,-20179
99840,-19832
99841,-19259
99842,-18460
99843,-17444
99844,-16201
99845,-14747
99846,-13093
99847,-11253
99848,-9243
99849,-7093
99850,-4813
99851,-2446
99852,-7
99853,2458
99854,4938
99855,7377
99856,9766
99857,12053
99858,14220
99859,16233
99860,18067
99861,19696
99862,21099
99863,22256
99864,23156
99865,23783
99866,24139
99867,24214
99868,24009
99869,23542
99870,22803
99871,21832
99872,20622
99873,19211
99874,17617
99875,15867
99876,13989
99877,12020
99878,9982
99879,7917
99880,5848
99881,3813
99882,1840
99883,-41
99884,-1806
99885,-3426
99886,-4887
99887,-6163
99888,-7246
99889,-8121
99890,-8786
99891,-9233
99892,-9469
99893,-9492
99894,-9317
99895,-8955
99896,-8418
99897,-7730
99898,-6906
99899,-5974
99900,-4952
99901,-3876
99902,-2755
99903,-1642
99904,-526
99905,527
99906,1533
99907,2439
99908,3246
99909,3928
99910,4471
99911,4869
99912,5113
99913,5193
99914,5121
99915,4882
99916,4502
99917,3974
99918,3315
99919,2547
99920,1669
99921,724
99922,-294
99923,-1341
99924,-2411
99925,-3474
99926,-4510
99927,-5502
99928,-6424
99929,-7266
99930,-8003
99931,-8626
99932,-9129
99933,-9490
99934,-9721
99935,-9806
99936,-9748
99937,-9558
99938,-9235
99939,-8790
99940,-8243
99941,-7588
99942,-6871
99943,-6080
99944,-5257
99945,-4404
99946,-3555
99947,-2721
99948,-1929
99949,-1188
99950,-524
99951,53
99952,529
99953,892
99954,1134
99955,1253
99956,1240
99957,1109
99958,847
99959,479
99960,-4
99961,-563
99962,-1215
99963,-1909
99964,-2653
99965,-3408
99966,-4155
99967,-4882
99968,-5547
99969,-6150
99970,-6645
99971,-7036
99972,-7277
99973,-7383
99974,-7308
99975,-7068
99976,-6634
99977,-6017
99978,-5206
99979,-4212
99980,-3032
99981,-1687
99982,-179
99983,1461
99984,3227
99985,5082
99986,7014
99987,8981
99988,10966
99989,12933
99990,14846
99991,16689
99992,18407
99993,20003
99994,21413
99995,22645
99996,23647
99997,24422
99998,24934
99999,25183
100000,25155
100001,24840
100002,24251
100003,23370
100004,22227
100005,20817
100006,19165
100007,17289
100008,15206
100009,12953
100010,10545
100011,8027
100012,5417
100013,2765
100014,88
100015,-2567
100016,-5173
100017,-7698
100018,-10103
100019,-12375
100020,-14466
100021,-16375
100022,-18067
100023,-19532
100024,-20758
100025,-21732
100026,-22453
100027,-22919
100028,-23136
100029,-23106
100030,-22849
100031,-22363
100032,-21686
100033,-20819
100034,-19797
100035,-18638
100036,-17366
100037,-16007
100038,-14595
100039,-13139
100040,-11684
100041,-10239
100042,-8833
100043,-7483
100044,-6211
100045,-5027
100046,-3951
100047,-2982
100048,-2140
100049,-1411
100050,-813
100051,-327
100052,39
100053,305
100054,474
100055,567
100056,586
100057,565
100058,501
100059,436
100060,355
100061,314
100062,291
100063,333
100064,434
100065,610
100066,880
100067,1232
100068,1690
100069,2244
100070,2893
100071,3639
100072,4465
100073,5372
100074,6341
100075,7354
100076,8407
100077,9464
100078,10523
100079,11548
100080,12530
100081,13439
100082,14263
100083,14970
100084,15559
100085,15990
100086,16279
100087,16379
100088,16314
100089,16054
100090,15608
100091,14969
100092,14152
100093,13150
100094,11988
100095,10666
100096,9213
100097,7639
100098,5974
100099,4238
100100,2454
100101,656
100102,-1133
100103,-2885
100104,-4571
100105,-6166
100106,-7642
100107,-8977
100108,-10150
100109,-11141
100110,-11935
100111,-12518
100112,-12884
100113,-13025
100114,-12945
100115,-12635
100116,-12121
100117,-11389
100118,-10479
100119,-9384
100120,-8149
100121,-6774
100122,-5305
100123,-3755
100124,-2163
100125,-554
100126,1042
100127,2590
100128,4065
100129,5438
100130,6679
100131,7770
100132,8680
100133,9408
100134,9911
100135,10211
100136,10272
100137,10105
100138,9717
100139,9087
100140,8260
100141,7213
100142,5992
100143,4595
100144,3060
100145,1398
100146,-348
100147,-2165
100148,-4008
100149,-5858
100150,-7680
100151,-9441
100152,-11117
100153,-12676
100154,-14099
100155,-15349
100156,-16430
100157,-17291
100158,-17957
100159,-18383
100160,-18588
100161,-18556
100162,-18293
100163,-17803
100164,-17100
100165,-16185
100166,-15091
100167,-13814
100168,-12401
100169,-10848
100170,-9206
100171,-7475
100172,-5703
100173,-3904
100174,-2105
100175,-338
100176,1379
100177,3023
100178,4571
100179,6009
100180,7317
100181,8488
100182,9510
100183,10378
100184,11088
100185,11639
100186,12045
100187,12295
100188,12416
100189,12403
100190,12285
100191,12066
100192,11770
100193,11412
100194,11007
100195,10581
100196,10144
100197,9720
100198,9320
100199,8959
100200,8653
100201,8409
100202,8233
100203,8138
100204,8115
100205,8175
100206,8308
100207,8505
100208,8772
100209,9073
100210,9425
100211,9781
100212,10153
100213,10501
100214,10821
100215,11082
100216,11275
100217,11373
100218,11365
100219,11227
100220,10956
100221,10526
100222,9938
100223,9184
100224,8249
100225,7154
100226,5875
100227,4445
100228,2853
100229,1127
100230,-730
100231,-2683
100232,-4726
100233,-6822
100234,-8952
100235,-11085
100236,-13191
100237,-15244
100238,-17207
100239,-19063
100240,-20767
100241,-22310
100242,-23649
100243,-24779
100244,-25666
100245,-26305
100246,-26673
100247,-26766
100248,-26585
100249,-26110
100250,-25377
100251,-24354
100252,-23086
100253,-21570
100254,-19829
100255,-17895
100256,-15778
100257,-13518
100258,-11143
100259,-8681
100260,-6175
100261,-3645
100262,-1139
100263,1321
100264,3696
100265,5953
100266,8078
100267,10021
100268,11788
100269,13330
100270,14655
100271,15737
100272,16576
100273,17159
100274,17499
100275,17585
100276,17442
100277,17068
100278,16487
100279,15714
100280,14774
100281,13683
100282,12478
100283,11177
100284,9813
100285,8410
100286,6997
100287,5609
100288,4259
100289,2980
100290,1797
100291,714
100292,-225
100293,-1038
100294,-1687
100295,-2181
100296,-2512
100297,-2677
100298,-2684
100299,-2538
100300,-2245
100301,-1825
100302,-1289
100303,-651
100304,60
100305,834
100306,1645
100307,2462
100308,3286
100309,4064
100310,4810
100311,5472
100312,6055
100313,6538
100314,6897
100315,7144
100316,7244
100317,7218
100318,7050
100319,6741
100320,6308
100321,5745
100322,5068
100323,4298
100324,3428
100325,2505
100326,1520
100327,511
100328,-511
100329,-1521
100330,-2503
100331,-3431
100332,-4295
100333,-5069
100334,-5747
100335,-6304
100336,-6745
100337,-7048
100338,-7217
100339,-7247
100340,-7140
100341,-6900
100342,-6537
100343,-6054
100344,-5476
100345,-4804
100346,-4069
100347,-3283
100348,-2464
100349,-1644
100350,-834
100351,-59
100352,648
100353,1293
100354,1820
100355,2251
100356,2533
100357,2686
100358,2676
100359,2513
100360,2180
100361,1688
100362,1036
100363,228
100364,-717
100365,-1796
100366,-2979
100367,-4262
100368,-5603
100369,-7004
100370,-8406
100371,-9814
100372,-11177
100373,-12477
100374,-13685
100375,-14773
100376,-15714
100377,-16487
100378,-17069
100379,-17440
100380,-17588
100381,-17497
100382,-17159
100383,-16578
100384,-15733
100385,-14659
100386,-13329
100387,-11786
100388,-10025
100389,-8073
100390,-5958
100391,-3692
100392,-1323
100393,1139
100394,3646
100395,6172
100396,8685
100397,11140
100398,13521
100399,15775
100400,17896
100401,19830
100402,21569
100403,23087
100404,24355
100405,25373
100406,26115
100407,26581
100408,26769
100409,26673
100410,26303
100411,25668
100412,24777
100413,23652
100414,22306
100415,20772
100416,19057
100417,17213
100418,15240
100419,13193
100420,11083
100421,8954
100422,6821
100423,4727
100424,2682
100425,730
100426,-1127
100427,-2853
100428,-4442
100429,-5881
100430,-7148
100431,-8253
100432,-9183
100433,-9936
100434,-10530
100435,-10952
100436,-11230
100437,-11363
100438,-11375
100439,-11273
100440,-11084
100441,-10820
100442,-10501
100443,-10152
100444,-9785
100445,-9419
100446,-9079
100447,-8767
100448,-8508
100449,-8308
100450,-8173
100451,-8117
100452,-8136
100453,-8235
100454,-8409
100455,-8651
100456,-8962
100457,-9317
100458,-9722
100459,-10143
100460,-10581
100461,-11008
100462,-11411
100463,-11770
100464,-12066
100465,-12285
100466,-12404
100467,-12414
100468,-12296
100469,-12045
100470,-11638
100471,-11091
100472,-10375
100473,-9511
100474,-8488
100475,-7317
100476,-6008
100477,-4573
100478,-3021
100479,-1380
100480,337
100481,2108
100482,3903
100483,5701
100484,7479
100485,9201
100486,10853
100487,12396
100488,13820
100489,15084
100490,16192
100491,17095
100492,17805
100493,18293
100494,18555
100495,18588
100496,18385
100497,17954
100498,17295
100499,16425
100500,15352
100501,14099
100502,12675
100503,11118
100504,9440
100505,7680
100506,5859
100507,4007
100508,2165
100509,348
100510,-1398
100511,-3059
100512,-4597
100513,-5989
100514,-7218
100515,-8254
100516,-9093
100517,-9711
100518,-10109
100519,-10271
100520,-10209
100521,-9916
100522,-9402
100523,-8684
100524,-7769
100525,-6678
100526,-5440
100527,-4063
100528,-2592
100529,-1040
100530,551
100531,2166
100532,3753
100533,5306
100534,6775
100535,8145
100536,9390
100537,10473
100538,11395
100539,12115
100540,12640
100541,12941
100542,13028
100543,12882
100544,12520
100545,11933
100546,11142
100547,10149
100548,8978
100549,7642
100550,6165
100551,4572
100552,2883
100553,1135
100554,-656
100555,-2456
100556,-4236
100557,-5975
100558,-7639
100559,-9212
100560,-10668
100561,-11985
100562,-13153
100563,-14148
100564,-14973
